acq_date,year,quarter,month_num,month_name,week,is_dry_season,datetime,province,latitude,longitude,frp,brightness,conf_label,daynight,dist_school_km,schools_5km,prov_pop,intensity_score,exposure_score,risk_score,risk_tier
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.0813,110.39942,4.13,329.23,Nominal,D,1.8705956012985565,7,4395983,0.389658363737712,0.6544493561822222,0.5352934095821926,Sedang
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.16316,110.92377,6.48,333.84,Nominal,D,1.3736158764030793,5,4395983,0.42884656131298426,0.6751056103246706,0.5642890382694118,Tinggi
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.16237,110.92505,17.11,333.58,Nominal,D,1.2088076441517626,6,4395983,0.506812261743113,0.696027699674918,0.6108807526056057,Tinggi
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.08095,110.40128,4.87,330.76,Nominal,D,1.8150500315672728,7,4395983,0.4035131377120631,0.658291610460515,0.5436412977237116,Sedang
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.22259,111.04795,28.54,337.61,Nominal,D,1.469105180672051,3,4395983,0.55520167268935,0.6463728562542873,0.6053458236500655,Tinggi
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.12207,110.31396,6.05,330.52,Nominal,D,0.6504142477958019,1,4395983,0.4194300883845483,0.6758452998037353,0.5604584546651012,Tinggi
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.08653,110.0807,8.41,334.44,Nominal,D,0.10820232816138325,11,4395983,0.44992514474576595,0.8213443626612541,0.6542057145992844,Kritis
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.12661,110.31809,10.76,334.4,Nominal,D,1.2785196510316421,1,4395983,0.4696138543184707,0.6240195591354379,0.5545369919678027,Sedang
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.1259,110.31341,10.76,329.16,Nominal,D,1.0684443826609518,1,4395983,0.46302555985695437,0.6406337623117457,0.5607100712070896,Tinggi
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.0904,110.08009,21.42,333.6,Nominal,D,0.4238568367987676,10,4395983,0.525740399697339,0.7867857139328275,0.6693153225268578,Kritis
